MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE
153.88,172.86,78.128,0.0048,3e-05,0.00232,0.00267,0.00696,0.04137,0.37,0.02021,0.02591,0.04525,0.06062,0.01849,19.493,0.629017,0.698951,-5.18696,0.237622,2.557536,0.259765
117.274,129.916,110.402,0.00752,6e-05,0.00299,0.00469,0.00898,0.02293,0.221,0.01189,0.01459,0.01948,0.03568,0.00681,22.817,0.530529,0.817756,-4.60826,0.290024,2.021591,0.314464
114.238,124.393,77.022,0.00581,5e-05,0.00299,0.00316,0.00896,0.04009,0.406,0.01579,0.01994,0.04114,0.04736,0.02073,20.437,0.653139,0.694571,-5.185987,0.259229,2.151121,0.244948
116.342,581.289,94.246,0.00267,2e-05,0.00115,0.00148,0.00345,0.013,0.117,0.00631,0.00789,0.01144,0.01892,0.0068,25.023,0.528485,0.663884,-6.359018,0.116636,2.152083,0.138868
120.078,126.632,105.667,0.0027,2e-05,0.00116,0.00135,0.00349,0.01022,0.09,0.00476,0.00588,0.00903,0.01428,0.00487,26.369,0.491345,0.718839,-5.892061,0.195976,2.108873,0.183572
176.17,185.604,163.564,0.00369,2e-05,0.00205,0.00218,0.00616,0.01851,0.168,0.00938,0.0116,0.01491,0.02814,0.0034,24.951,0.341435,0.783626,-6.006414,0.196371,2.536527,0.173218
117.963,134.209,100.757,0.01813,0.00015,0.01117,0.00718,0.03351,0.04912,0.438,0.0261,0.02161,0.02916,0.0783,0.10748,19.075,0.630547,0.646786,-3.444478,0.303214,2.964568,0.261305
117.226,123.925,106.656,0.00417,4e-05,0.00186,0.0027,0.00558,0.01909,0.171,0.00864,0.01223,0.01949,0.02592,0.00955,23.079,0.603515,0.669565,-5.61907,0.191576,2.027228,0.215724
122.4,148.65,113.819,0.00968,8e-05,0.00465,0.00696,0.01394,0.06134,0.626,0.03134,0.04518,0.04368,0.09403,0.01929,19.085,0.458359,0.819521,-4.075192,0.33559,2.486855,0.368674
128.001,138.052,122.08,0.00436,3e-05,0.00137,0.00166,0.00411,0.02297,0.21,0.01323,0.01072,0.01677,0.03969,0.00481,24.692,0.459766,0.766204,-7.072419,0.220434,1.972297,0.119308
202.632,565.74,177.258,0.01627,8e-05,0.00919,0.00963,0.02756,0.0717,0.833,0.03515,0.04265,0.0646,0.10546,0.07889,14.989,0.427627,0.775708,-4.892495,0.262281,2.910213,0.270173
120.289,128.143,100.209,0.00492,4e-05,0.00269,0.00238,0.00808,0.01412,0.125,0.00703,0.0082,0.01194,0.0211,0.0161,23.949,0.46716,0.724045,-6.135296,0.20363,2.539724,0.169923
192.818,224.429,168.793,0.03107,0.00016,0.018,0.01958,0.05401,0.11908,1.302,0.05647,0.0794,0.13778,0.16942,0.21713,8.441,0.625866,0.76832,-2.434031,0.450493,3.079221,0.527367
150.258,154.609,75.349,0.00248,2e-05,0.00105,0.00136,0.00315,0.01131,0.107,0.00522,0.00659,0.01009,0.01567,0.00495,26.759,0.296888,0.722356,-6.878393,0.089267,2.004055,0.113942
126.512,141.756,99.77,0.01936,0.00015,0.01159,0.0099,0.03476,0.06734,0.659,0.03611,0.03963,0.05783,0.10833,0.16744,12.435,0.638545,0.674953,-3.760348,0.242861,2.634633,0.378483
158.219,442.557,71.948,0.00476,3e-05,0.00214,0.00207,0.00642,0.01458,0.148,0.00606,0.00747,0.01312,0.01818,0.01554,26.356,0.450798,0.653823,-6.051233,0.27328,2.640798,0.170106
176.281,227.381,125.61,0.0052,3e-05,0.00287,0.00312,0.00862,0.06511,0.58,0.03671,0.04159,0.04683,0.11012,0.04824,13.922,0.602874,0.740837,-5.515071,0.299549,3.13655,0.220968
110.793,128.101,107.316,0.00494,4e-05,0.0026,0.00283,0.0078,0.02442,0.216,0.01432,0.01325,0.01831,0.04295,0.00479,25.438,0.437031,0.815908,-5.31336,0.201861,2.225815,0.244512
176.824,215.293,83.961,0.0046,3e-05,0.00209,0.00221,0.00628,0.01169,0.117,0.00534,0.0063,0.01104,0.01603,0.01161,27.166,0.400088,0.656182,-4.711007,0.281618,2.655744,0.234809
214.289,260.277,77.973,0.00567,3e-05,0.00295,0.00317,0.00885,0.01884,0.19,0.01026,0.01161,0.01373,0.03078,0.04398,21.209,0.462803,0.664357,-5.724056,0.190667,2.555477,0.148569
153.848,165.738,65.782,0.0084,5e-05,0.00428,0.0045,0.01285,0.0381,0.328,0.01667,0.02383,0.04055,0.05,0.03871,17.536,0.660125,0.704087,-4.095442,0.262564,2.73971,0.365391
114.563,119.167,86.647,0.00327,3e-05,0.00146,0.00184,0.00439,0.01185,0.106,0.00557,0.00721,0.01095,0.01672,0.00703,24.775,0.555303,0.659132,-6.710219,0.149694,1.91399,0.121777
136.358,176.595,65.75,0.00971,7e-05,0.00534,0.00478,0.01601,0.04978,0.483,0.02749,0.02466,0.03736,0.08247,0.03361,18.57,0.543299,0.733232,-5.207985,0.224852,2.642276,0.242981
155.078,163.736,144.148,0.00168,1e-05,0.00068,0.00092,0.00204,0.01064,0.097,0.00522,0.00632,0.00928,0.01567,0.00233,29.746,0.334171,0.67793,-6.981201,0.18455,2.129924,0.106802
152.845,163.305,75.836,0.00294,2e-05,0.00121,0.00149,0.00364,0.01828,0.158,0.01064,0.00972,0.01246,0.03191,0.00609,24.922,0.474791,0.654027,-6.105098,0.203653,2.125618,0.1701
148.272,164.989,142.299,0.00459,3e-05,0.0025,0.00256,0.0075,0.0419,0.383,0.02383,0.02521,0.03051,0.0715,0.01914,18.78,0.454444,0.734504,-5.952058,0.08784,2.344336,0.186489
148.143,155.982,135.041,0.00392,3e-05,0.00204,0.00231,0.00612,0.0145,0.131,0.00725,0.00876,0.01263,0.02175,0.0054,23.683,0.398499,0.778349,-5.711205,0.240875,2.845109,0.19273
139.224,586.567,66.157,0.03011,0.00022,0.01854,0.01628,0.05563,0.09419,0.93,0.05551,0.05005,0.06023,0.16654,0.2593,10.489,0.596362,0.641418,-3.269487,0.270641,2.690917,0.444774
212.62300538387268,237.85924541439573,106.75769751155364,0.0027759650538571774,1e-05,0.0014871247012777642,0.0015175536141031766,0.004466481332039646,0.018720087365357057,0.16877680705158826,0.009842962664079292,0.012672962664079291,0.013717251792333414,0.02952888799223788,0.00731556003881062,25.69686893637449,0.3677664164769582,0.6806818791777526,-7.102473242296411,0.07173460659086453,2.426729724519937,0.10079162513595057
120.07837655077445,126.61871957213403,111.89225513925925,0.004785083214294368,4e-05,0.0017622764986635116,0.002314854435909134,0.005286829495990535,0.017388461388494085,0.15490436448575484,0.008588264028704213,0.009660446758975864,0.016523804312374823,0.025770540527367724,0.008883180814409844,23.126712062417226,0.5897658782060816,0.7064090593803581,-6.090630731790346,0.23458353809406304,2.0575188363495585,0.16866898441822983
242.14705844859995,250.16632119695467,230.9361564940461,0.002282988663324006,9.207941662868189e-06,0.0012147649977209134,0.001463573748290685,0.0036442949931627397,0.014882445737351068,0.13390178318899118,0.008306489490199928,0.009242006495213919,0.01053794166286819,0.024909468470599782,0.00513471315580302,24.820697543330926,0.41059110048941977,0.6392123941865915,-7.110411907315197,0.09307190930659205,2.348624351889534,0.09221068820313649
196.95335084590945,247.61105190479793,85.01429706046798,0.00520311635404559,3e-05,0.0028116641049023973,0.002919266190135595,0.008439315311428993,0.028363561778125587,0.28294442951870186,0.01592312570555811,0.017389846617046713,0.019661151502309716,0.04776937711667434,0.03691622335657866,20.477548954671427,0.45659344750880637,0.6615652087170615,-6.076177051980782,0.1609615280261507,2.5995711342626886,0.14186014138743847
202.01642751019094,262.40357419610564,78.58058767304958,0.006899292719807774,3e-05,0.004094636233110998,0.003927434175846219,0.012274534965182105,0.025795424527646337,0.25525050633964447,0.01458696993868334,0.01584348496934167,0.017617889083871224,0.04377059668312546,0.04358614727549425,19.36107976236732,0.5060739825729509,0.6837448110278004,-6.911328811194766,0.15893222032366183,2.330999556217258,0.11459332923518124
200.9780793905272,211.2964832154284,195.29730955304538,0.0020020801315567003,1e-05,0.0010626172180324002,0.0011815430450810003,0.0031794288063512503,0.01204882350552945,0.10763086090162001,0.005945166221718701,0.007702514896513251,0.0095605370864757,0.01783392151290205,0.0013247655639351999,31.581066529287412,0.3634449966404363,0.7421007767807162,-7.665745987907899,0.1709712606965742,2.299633542158884,0.0637151563754276
119.45768000978077,126.03254786897071,110.7528104008652,0.004651236922705649,4e-05,0.0017835417973271399,0.002398664730642257,0.005350625391981419,0.017758727765225493,0.15840688426564656,0.008599522127996721,0.010219599023837147,0.01716926867181201,0.02580306392532386,0.009028285205291071,23.11632959306969,0.592757780638062,0.6983915414242017,-5.988015908718953,0.2252248052421924,2.0509273443037865,0.1789084759047511
231.82633135652912,241.5649595088013,108.82905778887593,0.002534108592040708,1e-05,0.0014311270424803267,0.0014513695306802357,0.00429338112744098,0.020227906159092757,0.1788944648681143,0.01126930310448849,0.012651099627764825,0.013869231413327021,0.033817909313465476,0.0049903004720036285,24.36167453931515,0.3704308186720625,0.6606392455052588,-7.11739251478546,0.07186735857535718,2.1646709126680475,0.102652092533067
210.18698426954646,237.60349831336987,108.59314974698052,0.002806798595842883,1e-05,0.0014751338793944344,0.001519266588657938,0.004433934815499179,0.018643003510392796,0.16963329432896898,0.009777869630998358,0.012607869630998357,0.013789196723633395,0.029333608892995078,0.008291955535024627,25.596831222376423,0.34957616838249117,0.6794159909817838,-7.059084795906492,0.06841520449864785,2.4505796405433355,0.10129883690161542
125.77891266826624,136.37754896388088,117.79745535659524,0.004470909522444711,3.2727280041435794e-05,0.001475454720994459,0.0017136364806629727,0.004419091443024813,0.02269636593301084,0.20545456812845098,0.012832728406422547,0.01077181960807998,0.01756454737085618,0.03850545793922621,0.004803636400207179,25.215182033218213,0.5169290847219358,0.7786005526085283,-6.701291136292114,0.25868928396767854,1.9447949168771497,0.11554194122202743
206.1719769583256,220.4740210900638,197.15016666627312,0.002296332015155151,1e-05,0.0012573508998342758,0.0013793886691925252,0.0037753181071908857,0.013870854921462176,0.1221023861393984,0.007141247545189247,0.009174110375720515,0.01032308651432653,0.021420273450943855,0.0019116550990608962,29.168745958244095,0.432939585629875,0.7242359377788262,-7.034751192481639,0.14928664357446605,1.762539763702018,0.0985744374678355
115.02905272708921,121.41569014710608,99.18935166525152,0.0032985221987202698,3e-05,0.001539862156416756,0.00192556659616081,0.004623882029506214,0.01366401183860917,0.12368376320656739,0.007024632134733769,0.008419341225739447,0.011166768710274052,0.02107819196445725,0.005307259197295694,25.476646088518642,0.470128869293581,0.7173874499982026,-6.28612813166805,0.1772144991012141,1.9487112133901334,0.15730995516571233
235.65257362308998,250.45693436129253,227.0554896633125,0.002445834037619626,9.520834260025825e-06,0.001363958731811104,0.0014425005560154943,0.004086667852833055,0.016148127807878245,0.14202085650064558,0.008924377196261202,0.009991875750620917,0.011383960511060685,0.02677271490358309,0.004953128475096839,24.711871969715556,0.37104391759419025,0.6531312760170433,-7.1302649112974334,0.10966805232033908,2.1351504642379706,0.09640291560581155
237.4814569686303,243.9079933752096,229.38129787742466,0.003021457845356857,1e-05,0.001723787523895896,0.001595435916591091,0.0051709742919311815,0.012621128913870372,0.11747546307472474,0.007080366724517018,0.0075829894091433946,0.008963275230150902,0.021250323614038037,0.005385135725423924,24.6194378853519,0.3876959967785395,0.627003423011992,-7.009339731186672,0.17561515503950575,1.8681000340716314,0.09260556763190854
219.54037721133122,263.54660978891775,94.97012424459288,0.0033800188802919993,1.4663984539655458e-05,0.0018758068868551928,0.001881564101659218,0.005617420660565579,0.01966631799015521,0.1768154275004605,0.010521774701331059,0.012998866537830462,0.013785556055278186,0.03156376944247996,0.013771366994498359,25.031391934891083,0.44848302126258544,0.6796865380698752,-7.208415258506409,0.10519615253435208,2.293117156683365,0.10240294271136707
213.0153637947074,249.47190114522743,91.80659066937939,0.004881960330412143,2.4946402202747617e-05,0.0028627565949431643,0.002563721355293707,0.00859321618703224,0.02537485493066087,0.23823737079346335,0.01454666185091192,0.015657825597595945,0.017428055393640483,0.043639985552735766,0.014287060461973079,20.91348511002957,0.43579394560421003,0.6840070932673851,-6.472887794696731,0.11845519964830789,2.6673838756062933,0.15112149654706336
239.52548359227984,246.47492217849404,230.99758651121957,0.0029112677308744026,1e-05,0.0016436492588177472,0.0016655568985344711,0.004925550855129351,0.015215605245775435,0.13650830103078504,0.008633045610406146,0.009040504105252221,0.010811463968515704,0.02589834298857066,0.006096362827992493,23.851112268915152,0.4241759367704262,0.6307884534444643,-6.8968907193573274,0.1665745570103771,2.070597910048508,0.10552535855497631
122.50868109544486,129.20525182377537,115.31497201940793,0.004843281119037294,3.5867511656638486e-05,0.0015040380245487318,0.0018316405595186472,0.004516246561989556,0.01641100920734858,0.14754573717769767,0.008859936625752114,0.007867444696927399,0.014193627884669071,0.026581544900569617,0.0068320518945527075,23.9095671413141,0.5626914034361423,0.7420950617041382,-6.457042898728485,0.265803120411071,2.069382914977925,0.13180282207249092
121.986480782132,128.6258359837982,115.52890981285982,0.0051781544469301655,3.965255307264138e-05,0.00169,0.0020334744692735865,0.00507,0.016168914055864163,0.14341693631283034,0.008556601491619815,0.007845124497202862,0.01429456041340942,0.02567980447485944,0.008242682502799945,23.265573929045605,0.5720099751707335,0.7346868522452049,-6.424718124106249,0.2609323579622576,2.077309094872185,0.13527631422675204
168.2862445193639,392.1196604490779,81.37172601850652,0.006161927810419635,3.3929657523133156e-05,0.003499114111344962,0.0034373555494232907,0.010491271991558018,0.0221482930238563,0.21531045901635515,0.012048597130333582,0.013422908910888777,0.016530781441323448,0.03615186173347761,0.03244812249958268,21.171712803118115,0.5312494005177951,0.6774315006274894,-6.736672723744331,0.1573042853497784,2.255668158185301,0.11589016499821751
255.93327236372926,266.9313100361263,237.81829047283608,0.0036991190838652484,1.2759991820225434e-05,0.0022542393946966824,0.0020007595828314974,0.006769958192269821,0.019932921087910015,0.1925840130876393,0.011578480834337006,0.011999160891595428,0.013360880916134752,0.034730962486651466,0.009483638863011335,21.20581963600003,0.4635713570698126,0.633235744654743,-7.459026390584201,0.16336001526890861,1.9406845453863524,0.08128169112267114
232.95717088896612,251.21752163618027,224.51188999911014,0.002275167864335103,9.296273505704083e-06,0.0012673976074527554,0.0013077641034224493,0.0037992300873012255,0.01546770872228337,0.13640683764260206,0.008392168208518675,0.009809981539620307,0.010856242738404595,0.025180579155441946,0.004111025646390309,25.44618563634765,0.3304316560535947,0.661972008353936,-7.288067570892144,0.08689265149551945,2.0781868113714377,0.08656311247294148
244.7336709775133,268.69014473183614,238.05692716541066,0.004111706676858164,1.8182063670306975e-05,0.0025090462035928956,0.0022047330609369976,0.007527138610778688,0.018180024031278847,0.17191031835153486,0.010332630497076584,0.010841454725889503,0.012183107395280135,0.03100458615244849,0.009506661712575134,22.162625046001928,0.5088442993781513,0.6449119763917864,-7.263740049551953,0.15795258368327256,2.134153893543617,0.09543498203945074
235.77694137921026,244.5509026000724,102.25023885761972,0.0027707818203370595,1e-05,0.0015389054515281162,0.001529843635932588,0.0046168727186517615,0.02438821429242919,0.2162650888831639,0.014031981630675806,0.014233730836674794,0.016172628987888547,0.04210578852796001,0.006239247380920397,24.10107933635,0.4679243508401834,0.6290238589101875,-6.8195951536736725,0.17062386164391408,2.238724479542373,0.1193684181273417
118.5910768296771,126.04740627610221,111.19219174642788,0.003726465421478115,3e-05,0.001447575466945707,0.0018037033484891974,0.004346960415644184,0.015783654635657337,0.1441978251720083,0.008619613747233516,0.008775344060274656,0.012460481953486008,0.025854607226893485,0.004268274903230885,25.567202868949614,0.4621751062852931,0.7582141305655669,-6.184964980833164,0.22631817785026725,2.0085436686079605,0.1606973552724119
126.59680132136768,136.87406843128227,120.26946823916501,0.004340255924091221,3e-05,0.0013857952607270226,0.0016639488151817558,0.004153436966999312,0.022523783884461607,0.2048665402637176,0.012906197155096033,0.010530456871275727,0.016801590521454045,0.038722540280469855,0.004802102369636489,24.866932512551777,0.4966352975890166,0.7700458022903302,-6.905799533168855,0.2338852440351326,1.9201335463305254,0.11308980073328931
115.8527688304943,126.69816976291074,106.37982762759033,0.003988037331674817,3.7065118252819624e-05,0.0018013023650563925,0.00246520946022557,0.005406841976916358,0.01747288015730361,0.1586734966618424,0.008053023650563923,0.010947456676482174,0.01711568066653107,0.024159070951691772,0.008023861491466201,24.064239802528455,0.5476876794051349,0.6951380921040562,-5.825820973050043,0.1995908685633749,2.0760010388273424,0.19948001650570601
229.07081119805278,239.61311685194667,113.0452208414803,0.002385491130858883,1e-05,0.0013625343680887152,0.001401830376952961,0.004087603104266146,0.017548981153687044,0.15488702883105032,0.009485893570306594,0.011637452328422124,0.012394488913907377,0.028467680710919787,0.004228159645430169,24.540396563146626,0.30774511675680866,0.6810566171787484,-7.307223122234658,0.00861119425141316,2.120237721408402,0.09194172749723016
230.52037085311804,236.42647745316725,224.75189199578725,0.0029739189682862163,1e-05,0.0017460231519182239,0.001557953696163552,0.005246081031713784,0.015640653535563005,0.13923357028142463,0.008450153128394823,0.010097796914588718,0.01119943805985625,0.025360459385184466,0.0038718931754416256,25.708487510745883,0.28208108275978555,0.6720443037222309,-7.2003708259983386,0.050031931629306095,2.3698072009065596,0.0931502341601086
113.12893462325871,129.27303512270007,100.21086835501126,0.003469175746769622,3e-05,0.00160226839054973,0.001882680517164919,0.00481680517164919,0.013080621578255165,0.12236086491321896,0.006331135889441055,0.007672372269286623,0.011270103878736892,0.01899629424879568,0.005123603566633618,25.956538983515507,0.45428675197406976,0.7285362116457803,-6.43515160297553,0.19891246105263183,2.1127545911209333,0.14923408803414512
242.26553923057887,251.61543303471834,232.34976146823732,0.0027134807486443547,1e-05,0.0015070526621593617,0.0016775438851328013,0.004511157986478085,0.017281066821607433,0.15127228202690568,0.009850175540531206,0.010252007079724035,0.01229597905134183,0.029544723110782992,0.006332449325657099,23.450714237446032,0.4597555519848211,0.6337185188629486,-6.869614451466763,0.15184033575322764,2.2851140577746425,0.11318929186967758
225.5732003013272,239.20529817397133,104.39215984660844,0.002537549593443063,1e-05,0.001469072795460582,0.0014666555972259114,0.0044011587866339364,0.018425595559397427,0.16066555972259114,0.009850231582094518,0.012424105565702174,0.012982317573267873,0.029554635146535745,0.0034789076300105965,25.51108231987659,0.3918085944050332,0.6845093397676998,-7.301853601955376,0.054810182060009455,2.241584060321453,0.09579317346324011
228.8739348001259,235.91625193640803,223.45137357695606,0.0028929337994471477,9.92630087851335e-06,0.0017050435358931428,0.0015190463689756066,0.005124393616464562,0.016302182642819962,0.14382081405621358,0.008736719992720084,0.01066303503664575,0.011669870431976759,0.026220159978160254,0.0034724134480418082,25.99723830379048,0.2580646181837493,0.682584066486439,-7.2640922426059,0.021500989980323175,2.461728784632782,0.09206348142897686
115.45532888916671,124.643315136197,104.76303569647695,0.0034704676892349418,3e-05,0.001696978459489961,0.0020951077025501944,0.005094424608214864,0.01636722487451992,0.14732369456104277,0.008300357052132449,0.009805249349582256,0.01267147095666856,0.02491107115639735,0.004369821473933775,26.283964881697216,0.3678688638979275,0.7644485756458143,-5.991283542901588,0.13817962104804182,1.9516209485098095,0.1762601477701658
258.8638364645615,264.67842092211333,236.83910503009133,0.0033015580625655318,1e-05,0.0019836685469241493,0.001827684676706637,0.0059593048342833225,0.019941129830794754,0.19223774183045172,0.011621887091522587,0.012084847979125766,0.013484612092685443,0.03485736208105688,0.008730924991860008,21.382256901761433,0.4432416536384143,0.6283637199664202,-7.487161478272922,0.1576270584869208,1.9251677547878536,0.07743654201659832
122.52646292992843,129.57945086463346,116.02443326042365,0.005100535877344513,3.8500385777898e-05,0.001648010801781144,0.001976013888004328,0.004942532791121329,0.016986279720820244,0.15109791679935083,0.009128851089731375,0.008131904327081298,0.014707902783969707,0.027396553269194122,0.007850138880043277,23.457873886020725,0.5756285708840515,0.739998469162514,-6.471050807270173,0.2646083588442319,2.043972648022082,0.12932226913849768
115.12302029570735,128.17185941993188,106.23306691563596,0.003891340582034314,3.550549325861797e-05,0.0017701098651723593,0.0023404394606894373,0.00531482410225846,0.0166135267854985,0.15212307168619546,0.007741098651723594,0.010265900554016051,0.015853944046221934,0.02322329595517078,0.007212856494481341,24.58780591308195,0.5180204927654309,0.7087278844910323,-5.935690471354073,0.20385004846004018,2.1019195108309834,0.19084780408779872
178.01404108138198,233.77342100305256,92.70696002260418,0.004693042925809645,3e-05,0.0026605312372769314,0.0026453378675644385,0.007990639610665892,0.03876811513371624,0.3844868249545616,0.02211012747397561,0.0237043667425232,0.026140973201751554,0.06633038242192683,0.02919900130345332,19.678433917101774,0.44980947091326823,0.658515158532295,-6.460871597815065,0.12850810615463862,2.6477442635280943,0.1345306695978147
119.35375513111364,126.19589097646218,109.6299623826301,0.00421079000774181,3.629181747801734e-05,0.001630092683637075,0.002273559009971994,0.004893986233433207,0.01824453438498795,0.16469608971262947,0.008884740046450856,0.010668855158245298,0.01745420779543152,0.026650511956830585,0.007721866016662546,23.78058813315912,0.579475965164743,0.7009021088567711,-5.939095792921661,0.21879072234708297,2.037310919095523,0.18351769316007616
121.06381110778378,128.02098383131192,112.02010684636214,0.004243572537792997,3.331158747336393e-05,0.0014453184233485636,0.0019308325594368516,0.004342643682572326,0.017565041943926975,0.1596296987047187,0.009081435226757981,0.009414178326286212,0.015818061522876795,0.027237617267747306,0.006252612624368416,24.344447650039545,0.5601560281135763,0.7260874365800961,-6.196297390921263,0.2406629283742348,2.045414462501176,0.15763379952366036
227.28547216398127,247.45388463281745,97.91125188885472,0.0037288028365077847,1.668155286765007e-05,0.002131317428787031,0.0019943679243016794,0.006397293062794917,0.025492255259448985,0.23236757159559515,0.014748110628162055,0.015031719356213584,0.017071920319926857,0.04425099110805235,0.01017552395625179,22.430663140480874,0.45714819383004573,0.6466102793177583,-6.608703628016234,0.15791568589678398,2.4186440451459834,0.1361029853930846
120.61886670586694,127.54610765192213,111.39820825741597,0.00423504275664785,3.408702212292273e-05,0.0014933953716212093,0.0020200075441361137,0.004486099092740704,0.01774184104402638,0.16094793760896864,0.009030256539887099,0.009740636313750469,0.016243775145484578,0.027084856641784224,0.006634901906600905,24.197735414343022,0.5651829383162712,0.7195343934436046,-6.1293753645342495,0.2349719359376578,2.043305978145561,0.16436860454200847
116.49720953630012,589.0792132214937,88.43071933619433,0.004330887094052753,3.450556414019872e-05,0.0021581367077438108,0.002314069938061426,0.006474410123231433,0.015611001545235769,0.14383529365936762,0.007680775811248779,0.009217259118828182,0.013956715378324477,0.023039580215816435,0.01200024474426124,24.250578709534416,0.55600132989575,0.6666182988404274,-6.411311284003623,0.1432348529638824,2.159229166173669,0.12562224410537753
213.89180680747774,249.39430593889253,89.69757065062362,0.004526653268854885,1.8775131483045977e-05,0.002671991961312931,0.002584953606673132,0.008005975883938792,0.021990893915337355,0.2044880916737069,0.012064916492011638,0.014214843802075574,0.01523400247995661,0.036199137041776436,0.02117452216990517,23.167617992988937,0.4745237727362141,0.6851657922948967,-7.136143916479577,0.11862850581852871,2.3192723232223695,0.10482176014861729
152.1528822771123,462.21281140909343,87.47634161169735,0.005220390274832577,3.617073125246211e-05,0.0028348536935604183,0.002741048793678599,0.008508390349428793,0.020777732203563846,0.1957390293481631,0.011202146698069713,0.012343049092063461,0.016395756274044705,0.03360644009420914,0.015551487992733152,22.115738805559516,0.5148246036269268,0.6736238299774115,-6.340827140494305,0.14411707451778577,2.4002604966017644,0.1390965387818605
126.0594802554236,135.44907717254517,112.32633398619394,0.004442094207821399,3.971712095389104e-05,0.0013108486371383268,0.0016965062180605063,0.00393282879046109,0.020197329727374896,0.18361389267406608,0.011295349574052132,0.009598769250429377,0.016161781686550393,0.033886048722156406,0.004814397189126657,25.006492751268347,0.5100785104865422,0.7573616334741067,-6.658131417304543,0.28748346441900774,2.421297067150832,0.10905807932830444
122.30524287236952,128.82826192070536,115.60046715462576,0.005094957271295441,3.848913824266084e-05,0.0016220112209197378,0.0019574786356477206,0.004867544524516552,0.01623273859949906,0.14466194793307308,0.008663314631800437,0.007799282405690819,0.014280141562007808,0.025996922171886632,0.007820405117483137,23.435314891902653,0.5734162156369013,0.7367432731914321,-6.445849077531487,0.2661767021995792,2.076068849260258,0.1331123245522091
116.40154988247072,584.2779032131681,92.01482730069995,0.0033072393965324406,2.556540957670254e-05,0.0015367959655808263,0.0018000110506603958,0.0046103878967424785,0.014001773723806456,0.1272960077168997,0.00683593120499839,0.008399234976268282,0.01240559856155789,0.02050057631978352,0.00879519933324786,24.72664194004059,0.5390423036965258,0.6649330797052084,-6.379081579794491,0.12684129154079943,2.1548247990279625,0.13378594624503407
121.60991853048048,128.6038283514574,112.78340094361337,0.004254041658827615,3.2359849197489556e-05,0.0013863106502443527,0.0018213826577112991,0.004166572101535568,0.01734804561702762,0.15801174363573225,0.009144249952965689,0.009013496512143103,0.015295557209421768,0.02742510970809456,0.005783405654362352,24.524516531834976,0.5539861943925655,0.7341303864018552,-6.278434878648738,0.2476478307547044,2.0480023340471063,0.14936776225003628
230.8206300418871,240.8525819491835,110.36786007696871,0.0024798666458769165,1e-05,0.0014060922980970384,0.001433288881958972,0.004218276894291115,0.019250160309012106,0.1701323043339634,0.010618399750522995,0.012281141738545122,0.013330984409086324,0.03186519925156899,0.004712136645522648,24.42690395662494,0.34755198302591506,0.668091115334771,-7.186676308948124,0.048780317305088736,2.1484538225022933,0.09874305627952977
198.54000362817774,215.0574795112512,193.26472351841528,0.0021070612513477017,9.959566410461569e-06,0.0011219132820923137,0.0013386785949292394,0.0033653355103815566,0.012505060208326247,0.10994872667200078,0.0063308585618892825,0.008161450438910835,0.009416194072270838,0.01898298002156323,0.0011709962129169374,30.852187722428862,0.4620073236094719,0.7388416872121168,-7.093315328812996,0.1753168164272596,1.5135823796841357,0.09469541880593536
123.39250826037535,131.50147229377734,115.49164131397576,0.0042886801133094265,3e-05,0.001289187308753416,0.0015847204532377056,0.003871775184053964,0.01826536566488049,0.16644149574351114,0.0101998384130772,0.008662328384897552,0.014824610764395507,0.030595301981437888,0.004669187308753416,25.01845128609153,0.5428677638955991,0.7603979092314687,-6.530813135949155,0.2619379297921205,1.9924369148913792,0.12154858840083696
237.91496466970392,247.72365448343123,226.0263010364117,0.0028824160776855885,9.88910917918817e-06,0.0016234655075129012,0.0017700991306346758,0.004870396522538703,0.0171507335666966,0.15978614880915043,0.010063901682305474,0.010100277565777093,0.01121910917918817,0.03018170504691643,0.007082852252478162,23.02786464037674,0.31983642762004355,0.6520776050673269,-7.282529996506446,0.0978673286214847,2.4072878607300434,0.09463700689626826
124.4489573763063,131.88630525080265,113.83994263694944,0.0043678673003731535,3.43933650186577e-05,0.001270753555130604,0.0016115071102612078,0.0038178673003731543,0.01835646448656751,0.16761943155783887,0.01023578674897409,0.008709758307929258,0.014940180113992748,0.03070175361194093,0.004672720380223892,24.99692085361008,0.5249877305258178,0.756835547923732,-6.573062819393817,0.27682337417585157,2.220239972581707,0.11882042017381304
229.28622177387118,248.67033860049236,221.65586018338712,0.002233564474125211,9.201719202335396e-06,0.0012630487134245917,0.0012147220649808663,0.003791163332297129,0.01494721490836719,0.13222750723736634,0.007917942698638998,0.009808028658755767,0.010488802299806697,0.023763828095916994,0.003102876793191052,26.324024639746735,0.27275913457663814,0.67558460749456,-7.445704292249847,0.04914740383489296,2.1029217352428695,0.07760590324419815
